Path,File,Song,Type,Difficulty,Rating,NPS,Peak NPS,% Under .5x NPS,% Over 2x NPS,% Over 3x NPS,% Over 4x NPS,Total Steps,L,D,U,R,L,D,U,R,%L,%D,%U,%R,%L,%D,%U,%R
"C:\Games\StepMania 5\Songs\In The Groove 3\Hardkore Atomic","Hardkore Atomic.sm","Hardkore Atomic","dance-double","Medium",7,3.52581819549408,9.04960996181091,0.0277777777777778,0.116666666666667,0,0,360,29,43,42,75,71,51,30,19,0.0805555555555556,0.119444444444444,0.116666666666667,0.208333333333333,0.197222222222222,0.141666666666667,0.0833333333333333,0.0527777777777778,
"C:\Games\StepMania 5\Songs\In The Groove 3\Hardkore Atomic","Hardkore Atomic.sm","Hardkore Atomic","dance-double","Easy",4,2.78830877016879,6.03307330787381,0.0177935943060498,0.192170818505338,0,0,281,15,28,33,60,67,28,33,17,0.0533807829181495,0.099644128113879,0.117437722419929,0.213523131672598,0.238434163701068,0.099644128113879,0.117437722419929,0.0604982206405694,
"C:\Games\StepMania 5\Songs\In The Groove 3\Hands Up","Hands Up.sm","Hands Up","dance-double","Easy",4,2.09615384615385,5.00000000000002,0,0.0229357798165138,0,0,218,17,25,21,37,42,30,27,19,0.0779816513761468,0.114678899082569,0.0963302752293578,0.169724770642202,0.192660550458716,0.137614678899083,0.123853211009174,0.0871559633027523,
"C:\Games\StepMania 5\Songs\In The Groove 3\Hands Up","Hands Up.sm","Hands Up","dance-double","Medium",6,3.06730769230769,5.000025000125,0.0815047021943574,0,0,0,319,20,39,35,71,67,48,23,16,0.0626959247648903,0.122257053291536,0.109717868338558,0.22257053291536,0.210031347962382,0.150470219435737,0.0721003134796238,0.0501567398119122,
"C:\Games\StepMania 5\Songs\In The Groove 3\Hands Up","Hands Up.sm","Hands Up","dance-double","Hard",9,4.13696060037524,10.0000000000006,0.0680272108843537,0.201814058956916,0,0,441,28,53,45,91,93,60,42,29,0.0634920634920635,0.120181405895692,0.102040816326531,0.206349206349206,0.210884353741497,0.136054421768707,0.0952380952380952,0.0657596371882086,
"C:\Games\StepMania 5\Songs\In The Groove 3\Hands Up","Hands Up.sm","Hands Up","dance-double","Challenge",11,5.91932463338954,10.0001000010003,0.0380348652931854,0,0,0,631,30,92,60,121,150,71,74,33,0.0475435816164818,0.145800316957211,0.0950871632329636,0.19175911251981,0.237717908082409,0.112519809825674,0.117274167987322,0.05229793977813,
"C:\Games\StepMania 5\Songs\In The Groove 3\Groovin' Motion","Groovin' Motion.sm","Groovin' Motion","dance-double","Easy",3,1.12431741156784,2.88915469112046,0.0363636363636364,0.0181818181818182,0,0,110,8,15,7,23,25,14,10,8,0.0727272727272727,0.136363636363636,0.0636363636363636,0.209090909090909,0.227272727272727,0.127272727272727,0.0909090909090909,0.0727272727272727,
"C:\Games\StepMania 5\Songs\In The Groove 3\Groovin' Motion","Groovin' Motion.sm","Groovin' Motion","dance-double","Medium",5,2.14642414935678,4.33375081799545,0.0238095238095238,0.123809523809524,0,0,210,20,23,21,46,40,27,22,11,0.0952380952380952,0.10952380952381,0.1,0.219047619047619,0.19047619047619,0.128571428571429,0.104761904761905,0.0523809523809524,
"C:\Games\StepMania 5\Songs\In The Groove 3\Groovin' Motion","Groovin' Motion.sm","Groovin' Motion","dance-double","Hard",7,3.27984762044642,8.66746407336174,0.018018018018018,0.036036036036036,0,0,333,27,37,33,67,73,42,34,20,0.0810810810810811,0.111111111111111,0.0990990990990991,0.201201201201201,0.219219219219219,0.126126126126126,0.102102102102102,0.0600600600600601,
"C:\Games\StepMania 5\Songs\In The Groove 3\Groovin' Motion","Groovin' Motion.sm","Groovin' Motion","dance-double","Challenge",10,3.19120309016408,8.66748911507834,0.0432098765432099,0.0864197530864197,0,0,324,20,40,46,66,63,40,32,17,0.0617283950617284,0.123456790123457,0.141975308641975,0.203703703703704,0.194444444444444,0.123456790123457,0.0987654320987654,0.0524691358024691,
"C:\Games\StepMania 5\Songs\In The Groove 3\Get Up","Get Up.sm","Get Up","dance-double","Hard",7,3.21305031699139,4.06667724002767,0.0388059701492537,0,0,0,335,18,47,32,68,75,36,41,18,0.0537313432835821,0.140298507462687,0.0955223880597015,0.202985074626866,0.223880597014925,0.107462686567164,0.122388059701493,0.0537313432835821,
"C:\Games\StepMania 5\Songs\In The Groove 3\Get Up","Get Up.sm","Get Up","dance-double","Challenge",9,4.4215408839792,16.2667751118356,0.0542299349240781,0,0.00433839479392625,0,461,28,53,51,103,101,59,41,25,0.0607375271149675,0.114967462039046,0.110629067245119,0.223427331887202,0.219088937093275,0.127982646420824,0.0889370932754881,0.0542299349240781,
"C:\Games\StepMania 5\Songs\In The Groove 3\Get Up","Get Up.sm","Get Up","dance-double","Medium",5,2.67124182613706,4.06667724002767,0.0261194029850746,0,0,0,268,21,35,38,55,53,27,22,17,0.0783582089552239,0.130597014925373,0.141791044776119,0.205223880597015,0.197761194029851,0.100746268656716,0.082089552238806,0.0634328358208955,
"C:\Games\StepMania 5\Songs\In The Groove 3\Get Up","Get Up.sm","Get Up","dance-double","Easy",3,1.60262725095758,4.0666689711125,0.025,0.0875,0,0,160,11,22,14,35,39,17,12,10,0.06875,0.1375,0.0875,0.21875,0.24375,0.10625,0.075,0.0625,
"C:\Games\StepMania 5\Songs\In The Groove 3\Frozen Fire","Frozen Fire.sm","Frozen Fire","dance-double","Hard",9,5.04546771115418,10.6666666666667,0.0567514677103718,0.25440313111546,0,0,511,27,70,44,104,113,66,58,29,0.0528375733855186,0.136986301369863,0.086105675146771,0.203522504892368,0.221135029354207,0.129158512720157,0.113502935420744,0.0567514677103718,
"C:\Games\StepMania 5\Songs\In The Groove 3\Frozen Fire","Frozen Fire.sm","Frozen Fire","dance-double","Easy",2,0.966635654620674,5.33333333333333,0.0210526315789474,0.0631578947368421,0,0.0210526315789474,95,7,11,8,25,23,12,4,5,0.0736842105263158,0.115789473684211,0.0842105263157895,0.263157894736842,0.242105263157895,0.126315789473684,0.0421052631578947,0.0526315789473684,
"C:\Games\StepMania 5\Songs\In The Groove 3\Frozen Fire","Frozen Fire.sm","Frozen Fire","dance-double","Medium",5,2.26905001032011,5.33333333333333,0.0672645739910314,0.251121076233184,0,0,223,16,23,25,46,52,30,20,11,0.0717488789237668,0.103139013452915,0.112107623318386,0.20627802690583,0.233183856502242,0.134529147982063,0.0896860986547085,0.0493273542600897,
"C:\Games\StepMania 5\Songs\In The Groove 3\Frozen Fire","Frozen Fire.sm","Frozen Fire","dance-double","Challenge",11,6.25993449877055,21.3333333333333,0.0410094637223975,0,0.00315457413249211,0,634,32,77,72,128,129,78,72,46,0.0504731861198738,0.121451104100946,0.113564668769716,0.201892744479495,0.203470031545741,0.123028391167192,0.113564668769716,0.0725552050473186,
"C:\Games\StepMania 5\Songs\In The Groove 3\Feels Just Like That Night","Feels Just Like That Night.sm","Feels Just Like That Night","dance-double","Easy",3,1.42718904938886,4.50033865048343,0.0145985401459854,0,0.072992700729927,0,137,13,23,19,15,19,13,20,15,0.0948905109489051,0.167883211678832,0.138686131386861,0.109489051094891,0.138686131386861,0.0948905109489051,0.145985401459854,0.109489051094891,
"C:\Games\StepMania 5\Songs\In The Groove 3\Feels Just Like That Night","Feels Just Like That Night.sm","Feels Just Like That Night","dance-double","Challenge",10,4.69466593386239,9.00073806052191,0.119825708061002,0,0,0,459,31,57,47,88,91,60,53,32,0.0675381263616558,0.124183006535948,0.10239651416122,0.191721132897603,0.198257080610022,0.130718954248366,0.115468409586057,0.0697167755991285,
"C:\Games\StepMania 5\Songs\In The Groove 3\Feels Just Like That Night","Feels Just Like That Night.sm","Feels Just Like That Night","dance-double","Hard",8,3.49798638209354,9.00073806052134,0.0263157894736842,0.140350877192982,0,0,342,18,48,44,77,68,40,33,14,0.0526315789473684,0.140350877192982,0.128654970760234,0.225146198830409,0.198830409356725,0.116959064327485,0.0964912280701754,0.0409356725146199,
"C:\Games\StepMania 5\Songs\In The Groove 3\Feels Just Like That Night","Feels Just Like That Night.sm","Feels Just Like That Night","dance-double","Medium",5,2.19709670546623,4.50034877703024,0.0193236714975845,0.1256038647343,0,0,207,12,26,25,39,45,27,21,12,0.0579710144927536,0.1256038647343,0.120772946859903,0.188405797101449,0.217391304347826,0.130434782608696,0.101449275362319,0.0579710144927536,
"C:\Games\StepMania 5\Songs\In The Groove 3\Fantasia","Fantasia.sm","Fantasia","dance-double","Easy",3,1.56161410319429,2.75000275000275,0.0188679245283019,0,0,0,159,13,22,23,33,33,14,15,6,0.0817610062893082,0.138364779874214,0.144654088050314,0.207547169811321,0.207547169811321,0.0880503144654088,0.0943396226415094,0.0377358490566038,
"C:\Games\StepMania 5\Songs\In The Groove 3\Fantasia","Fantasia.sm","Fantasia","dance-double","Medium",5,2.42590366974207,5.50000550000572,0.0242914979757085,0.117408906882591,0,0,247,17,32,29,46,48,37,23,15,0.0688259109311741,0.129554655870445,0.117408906882591,0.186234817813765,0.194331983805668,0.149797570850202,0.0931174089068826,0.0607287449392713,
"C:\Games\StepMania 5\Songs\In The Groove 3\Fantasia","Fantasia.sm","Fantasia","dance-double","Hard",7,3.41841758795328,5.50000550000572,0.00558659217877095,0,0,0,358,17,45,38,82,75,49,34,18,0.0474860335195531,0.125698324022346,0.106145251396648,0.229050279329609,0.209497206703911,0.136871508379888,0.0949720670391061,0.0502793296089386,
"C:\Games\StepMania 5\Songs\In The Groove 3\Fantasia","Fantasia.sm","Fantasia","dance-double","Challenge",9,4.26824765870145,11.0000110000114,0.0178970917225951,0.0738255033557047,0,0,447,41,52,53,89,88,58,40,26,0.0917225950782998,0.116331096196868,0.118568232662192,0.19910514541387,0.196868008948546,0.129753914988814,0.0894854586129754,0.058165548098434,
"C:\Games\StepMania 5\Songs\In The Groove 3\Exotica","Exotica.sm","Exotica","dance-double","Challenge",12,5.81248498564316,31.4722729275522,0.0423011844331641,0.0761421319796954,0,0.0203045685279188,591,36,82,80,106,112,85,64,26,0.0609137055837563,0.138747884940778,0.135363790186125,0.179357021996616,0.189509306260575,0.143824027072758,0.1082910321489,0.0439932318104907,
"C:\Games\StepMania 5\Songs\In The Groove 3\Exotica","Exotica.sm","Exotica","dance-double","Hard",9,4.38640998916557,7.86800632587758,0.0381165919282511,0,0,0,446,28,53,49,97,89,55,47,28,0.062780269058296,0.118834080717489,0.109865470852018,0.217488789237668,0.199551569506726,0.123318385650224,0.105381165919283,0.062780269058296,
"C:\Games\StepMania 5\Songs\In The Groove 3\Exotica","Exotica.sm","Exotica","dance-double","Easy",2,1.2396197850489,3.93399542476337,0.00826446280991736,0,0.0165289256198347,0,121,9,13,12,27,31,9,8,12,0.0743801652892562,0.107438016528926,0.0991735537190083,0.223140495867769,0.256198347107438,0.0743801652892562,0.0661157024793388,0.0991735537190083,
"C:\Games\StepMania 5\Songs\In The Groove 3\Exotica","Exotica.sm","Exotica","dance-double","Medium",6,2.67389061072532,3.93400316293857,0.0574712643678161,0,0,0,261,14,32,27,59,62,33,22,12,0.053639846743295,0.122605363984674,0.103448275862069,0.226053639846743,0.237547892720307,0.126436781609195,0.0842911877394636,0.0459770114942529,
"C:\Games\StepMania 5\Songs\In The Groove 3\Esperanza","Esperanza.sm","Esperanza","dance-double","Easy",3,1.39261691191835,4.90820430891255,0.041958041958042,0,0.013986013986014,0,143,10,17,10,35,37,14,14,6,0.0699300699300699,0.118881118881119,0.0699300699300699,0.244755244755245,0.258741258741259,0.0979020979020979,0.0979020979020979,0.041958041958042,
"C:\Games\StepMania 5\Songs\In The Groove 3\Esperanza","Esperanza.sm","Esperanza","dance-double","Medium",6,2.79497240364033,4.90821635417698,0.101045296167247,0,0,0,287,15,37,26,66,69,40,20,14,0.0522648083623693,0.128919860627178,0.0905923344947735,0.229965156794425,0.240418118466899,0.139372822299652,0.0696864111498258,0.0487804878048781,
"C:\Games\StepMania 5\Songs\In The Groove 3\Esperanza","Esperanza.sm","Esperanza","dance-double","Hard",9,5.13831741750697,9.81643270835465,0.0205223880597015,0,0,0,536,36,64,63,93,109,68,65,38,0.0671641791044776,0.119402985074627,0.117537313432836,0.173507462686567,0.203358208955224,0.126865671641791,0.121268656716418,0.0708955223880597,
"C:\Games\StepMania 5\Songs\In The Groove 3\Esperanza","Esperanza.sm","Esperanza","dance-double","Challenge",11,6.12571796602044,19.6328654167038,0.00938967136150235,0,0.00312989045383412,0,639,26,88,46,130,140,86,82,41,0.0406885758998435,0.137715179968701,0.0719874804381847,0.203442879499218,0.219092331768388,0.134585289514867,0.128325508607199,0.0641627543035994,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dream to Nightmare","Dream to Nightmare.sm","Dream to Nightmare","dance-double","Challenge",11,5.92902890660255,17.799928800285,0.0430879712746858,0.488330341113106,0.00359066427289048,0,557,29,54,61,120,129,72,55,37,0.052064631956912,0.0969479353680431,0.10951526032316,0.215439856373429,0.231597845601436,0.129263913824057,0.0987432675044883,0.066427289048474,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dream to Nightmare","Dream to Nightmare.sm","Dream to Nightmare","dance-double","Hard",9,4.32169791037816,11.8856599512688,0.0492610837438424,0.105911330049261,0,0,406,16,40,42,99,101,45,39,24,0.0394088669950739,0.0985221674876847,0.103448275862069,0.24384236453202,0.248768472906404,0.110837438423645,0.0960591133004926,0.0591133004926108,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dream to Nightmare","Dream to Nightmare.sm","Dream to Nightmare","dance-double","Medium",7,3.37433063445783,11.8666192001899,0.0473186119873817,0.00315457413249211,0.00946372239747634,0,317,15,30,36,72,74,45,30,15,0.0473186119873817,0.0946372239747634,0.113564668769716,0.227129337539432,0.233438485804416,0.141955835962145,0.0946372239747634,0.0473186119873817,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dream to Nightmare","Dream to Nightmare.sm","Dream to Nightmare","dance-double","Easy",6,1.8734453995728,5.93334480446678,0.0909090909090909,0.0113636363636364,0.164772727272727,0,176,10,13,20,44,43,21,20,5,0.0568181818181818,0.0738636363636364,0.113636363636364,0.25,0.244318181818182,0.119318181818182,0.113636363636364,0.0284090909090909,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dragostea Din Tei (English Mix)","Dragostea Din Tei (English Mix).sm","Dragostea Din Tei","dance-double","Hard",8,4.01843722816656,9.13400498716652,0.0148883374689826,0.00744416873449132,0,0,403,31,43,44,70,79,60,43,33,0.0769230769230769,0.106699751861042,0.109181141439206,0.173697270471464,0.196029776674938,0.148883374689826,0.106699751861042,0.0818858560794045,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dragostea Din Tei (English Mix)","Dragostea Din Tei (English Mix).sm","Dragostea Din Tei","dance-double","Challenge",10,4.13809292726829,9.13400498716712,0.0120481927710843,0.0216867469879518,0,0,415,27,52,49,77,75,58,48,29,0.0650602409638554,0.125301204819277,0.118072289156627,0.185542168674699,0.180722891566265,0.139759036144578,0.11566265060241,0.0698795180722892,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dragostea Din Tei (English Mix)","Dragostea Din Tei (English Mix).sm","Dragostea Din Tei","dance-double","Easy",2,1.45124556753576,4.56700249358336,0,0,0.0979020979020979,0,143,10,13,14,37,31,12,12,14,0.0699300699300699,0.0909090909090909,0.0979020979020979,0.258741258741259,0.216783216783217,0.0839160839160839,0.0839160839160839,0.0979020979020979,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dragostea Din Tei (English Mix)","Dragostea Din Tei (English Mix).sm","Dragostea Din Tei","dance-double","Medium",5,2.85809987742922,9.13333759555725,0.0320284697508897,0,0.00711743772241993,0,281,25,20,24,47,52,29,36,48,0.0889679715302491,0.0711743772241993,0.0854092526690391,0.167259786476868,0.185053380782918,0.103202846975089,0.128113879003559,0.170818505338078,
"C:\Games\StepMania 5\Songs\In The Groove 3\Don't Panic","Don't Panic.sm","Don't Panic","dance-double","Hard",7,3.75477709397947,6.00002400009603,0,0,0,0,393,25,46,35,89,92,43,39,24,0.0636132315521628,0.11704834605598,0.089058524173028,0.2264631043257,0.234096692111959,0.10941475826972,0.099236641221374,0.0610687022900763,
"C:\Games\StepMania 5\Songs\In The Groove 3\Don't Panic","Don't Panic.sm","Don't Panic","dance-double","Challenge",9,4.875,12.0000480001921,0.0355029585798817,0.0355029585798817,0,0,507,42,52,42,101,103,70,55,42,0.0828402366863905,0.102564102564103,0.0828402366863905,0.199211045364892,0.203155818540434,0.138067061143984,0.108481262327416,0.0828402366863905,
"C:\Games\StepMania 5\Songs\In The Groove 3\Don't Panic","Don't Panic.sm","Don't Panic","dance-double","Medium",5,2.82119207166352,6.00000600000607,0.0352112676056338,0.0704225352112676,0,0,284,19,27,23,61,56,35,36,27,0.0669014084507042,0.0950704225352113,0.0809859154929578,0.214788732394366,0.197183098591549,0.123239436619718,0.126760563380282,0.0950704225352113,
"C:\Games\StepMania 5\Songs\In The Groove 3\Don't Panic","Don't Panic.sm","Don't Panic","dance-double","Easy",4,1.900000019,6.00000600000607,0,0.0315789473684211,0.0105263157894737,0,190,12,20,22,38,41,29,16,12,0.0631578947368421,0.105263157894737,0.115789473684211,0.2,0.215789473684211,0.152631578947368,0.0842105263157895,0.0631578947368421,
"C:\Games\StepMania 5\Songs\In The Groove 3\Do What You Wanna Do","Do What You Wanna Do.sm","Do What You Wanna Do","dance-double","Easy",2,1.32670943495445,4.29809895083404,0.00826446280991736,0,0.0661157024793388,0,121,11,16,13,27,24,12,7,11,0.0909090909090909,0.132231404958678,0.107438016528926,0.223140495867769,0.198347107438017,0.0991735537190083,0.0578512396694215,0.0909090909090909,
"C:\Games\StepMania 5\Songs\In The Groove 3\Do What You Wanna Do","Do What You Wanna Do.sm","Do What You Wanna Do","dance-double","Medium",5,2.22013816018201,8.59619790166808,0.108374384236453,0,0.00985221674876847,0,203,11,13,22,40,51,24,23,19,0.0541871921182266,0.0640394088669951,0.108374384236453,0.197044334975369,0.251231527093596,0.118226600985222,0.113300492610837,0.0935960591133005,
"C:\Games\StepMania 5\Songs\In The Groove 3\Do What You Wanna Do","Do What You Wanna Do.sm","Do What You Wanna Do","dance-double","Challenge",10,4.3738851126538,8.59623484913676,0.0594059405940594,0,0,0,404,16,54,59,77,70,61,50,17,0.0396039603960396,0.133663366336634,0.146039603960396,0.190594059405941,0.173267326732673,0.150990099009901,0.123762376237624,0.0420792079207921,
"C:\Games\StepMania 5\Songs\In The Groove 3\Do What You Wanna Do","Do What You Wanna Do.sm","Do What You Wanna Do","dance-double","Hard",8,3.66377479635947,8.59623484913676,0.00895522388059702,0.208955223880597,0,0,335,19,38,47,75,69,44,29,14,0.0567164179104478,0.113432835820896,0.140298507462687,0.223880597014925,0.205970149253731,0.13134328358209,0.0865671641791045,0.0417910447761194,
"C:\Games\StepMania 5\Songs\In The Groove 3\DJ Superstar","DJ Superstar.sm","DJ Superstar","dance-double","Easy",2,0.72943907756977,2.3418819831994,0,0,0.0526315789473684,0,76,7,11,3,19,18,9,4,5,0.0921052631578947,0.144736842105263,0.0394736842105263,0.25,0.236842105263158,0.118421052631579,0.0526315789473684,0.0657894736842105,
"C:\Games\StepMania 5\Songs\In The Groove 3\DJ Superstar","DJ Superstar.sm","DJ Superstar","dance-double","Medium",4,1.48767180293835,4.68377493524706,0.0258064516129032,0.0516129032258065,0.0645161290322581,0,155,11,20,10,40,33,14,17,10,0.0709677419354839,0.129032258064516,0.0645161290322581,0.258064516129032,0.212903225806452,0.0903225806451613,0.109677419354839,0.0645161290322581,
"C:\Games\StepMania 5\Songs\In The Groove 3\DJ Superstar","DJ Superstar.sm","DJ Superstar","dance-double","Hard",8,3.59365924047301,9.3675498704935,0.0359897172236504,0.0102827763496144,0,0,389,18,36,28,83,87,55,52,30,0.0462724935732648,0.0925449871465296,0.0719794344473008,0.213367609254499,0.223650385604113,0.141388174807198,0.133676092544987,0.077120822622108,
"C:\Games\StepMania 5\Songs\In The Groove 3\DJ Superstar","DJ Superstar.sm","DJ Superstar","dance-double","Challenge",10,5.10094427390941,9.36759374619542,0.0947955390334572,0,0,0,538,0,67,71,133,132,67,68,0,0,0.12453531598513,0.131970260223048,0.247211895910781,0.245353159851301,0.12453531598513,0.12639405204461,0,
"C:\Games\StepMania 5\Songs\In The Groove 3\Disconnected Zeo","Disconnected Zeo.sm","Disconnected Zeo","dance-double","Easy",3,1.41746032046023,2.53333873778934,0.0921985815602837,0,0,0,141,11,13,14,29,37,20,5,12,0.0780141843971631,0.0921985815602837,0.099290780141844,0.205673758865248,0.26241134751773,0.141843971631206,0.0354609929078014,0.0851063829787234,
"C:\Games\StepMania 5\Songs\In The Groove 3\Disconnected Zeo","Disconnected Zeo.sm","Disconnected Zeo","dance-double","Medium",5,2.29206349691442,5.06667747557868,0.0394736842105263,0.210526315789474,0,0,228,17,29,14,52,50,29,23,14,0.0745614035087719,0.12719298245614,0.0614035087719298,0.228070175438596,0.219298245614035,0.12719298245614,0.100877192982456,0.0614035087719298,
"C:\Games\StepMania 5\Songs\In The Groove 3\Disconnected Zeo","Disconnected Zeo.sm","Disconnected Zeo","dance-double","Hard",9,4.39435897210546,10.1333549511581,0.0133037694013304,0.057649667405765,0,0,451,31,51,49,94,101,60,39,26,0.0687361419068736,0.113082039911308,0.108647450110865,0.208425720620843,0.223946784922395,0.133037694013304,0.0864745011086474,0.057649667405765,
"C:\Games\StepMania 5\Songs\In The Groove 3\Disconnected Zeo","Disconnected Zeo.sm","Disconnected Zeo","dance-double","Challenge",10,3.93641025439158,10.1333549511581,0.051980198019802,0.0816831683168317,0,0,404,28,54,43,77,81,57,42,22,0.0693069306930693,0.133663366336634,0.106435643564356,0.190594059405941,0.200495049504951,0.141089108910891,0.103960396039604,0.0544554455445545,
"C:\Games\StepMania 5\Songs\In The Groove 3\Disconnected hardkore","Disconnected hardkore.sm","Disconnected","dance-double","Easy",5,3.04747487371207,8.16666530555605,0.0280373831775701,0.0934579439252336,0,0,321,25,40,33,75,71,29,30,18,0.0778816199376947,0.124610591900312,0.102803738317757,0.233644859813084,0.221183800623053,0.0903426791277259,0.0934579439252336,0.0560747663551402,
"C:\Games\StepMania 5\Songs\In The Groove 3\Disconnected hardkore","Disconnected hardkore.sm","Disconnected","dance-double","Challenge",12,7.33624736163096,18.5334482407124,0.0406607369758577,0.0254129606099111,0,0,787,47,119,88,175,172,85,72,29,0.059720457433291,0.151207115628971,0.111817026683609,0.222363405336722,0.218551461245235,0.108005082592122,0.0914866581956798,0.036848792884371,
"C:\Games\StepMania 5\Songs\In The Groove 3\Disconnected hardkore","Disconnected hardkore.sm","Disconnected","dance-double","Hard",9,5.57442938024818,14.0000140000137,0.0301003344481605,0.00668896321070234,0,0,598,39,83,77,127,133,57,55,27,0.0652173913043478,0.138795986622074,0.12876254180602,0.212374581939799,0.222408026755853,0.0953177257525084,0.0919732441471572,0.0451505016722408,
"C:\Games\StepMania 5\Songs\In The Groove 3\Disconnected hardkore","Disconnected hardkore.sm","Disconnected","dance-double","Medium",7,4.21519889074193,10.5000105000111,0.0202702702702703,0.00225225225225225,0,0,444,26,49,34,99,98,58,49,31,0.0585585585585586,0.11036036036036,0.0765765765765766,0.222972972972973,0.220720720720721,0.130630630630631,0.11036036036036,0.0698198198198198,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dawn (Perpetual Mix)","Dawn (Perpetual Mix).sm","Dawn","dance-double","Easy",4,2.09904784782458,5.70016558981048,0.036697247706422,0.036697247706422,0,0,218,12,28,22,45,44,33,22,12,0.055045871559633,0.128440366972477,0.100917431192661,0.206422018348624,0.201834862385321,0.151376146788991,0.100917431192661,0.055045871559633,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dawn (Perpetual Mix)","Dawn (Perpetual Mix).sm","Dawn","dance-double","Medium",6,2.82597095081259,11.4002986878259,0.0102389078498294,0.324232081911263,0,0.0068259385665529,293,18,36,20,55,64,47,38,15,0.0614334470989761,0.122866894197952,0.068259385665529,0.187713310580205,0.218430034129693,0.160409556313993,0.129692832764505,0.0511945392491468,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dawn (Perpetual Mix)","Dawn (Perpetual Mix).sm","Dawn","dance-double","Hard",9,4.55824586015487,11.4004286561174,0.0227743271221532,0.144927536231884,0,0,483,23,53,59,103,92,79,53,21,0.0476190476190476,0.109730848861284,0.122153209109731,0.213250517598344,0.19047619047619,0.163561076604555,0.109730848861284,0.0434782608695652,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dawn (Perpetual Mix)","Dawn (Perpetual Mix).sm","Dawn","dance-double","Challenge",10,5.47216000595857,11.4004286561183,0.00868055555555556,0.263888888888889,0,0,576,30,81,72,114,112,76,68,23,0.0520833333333333,0.140625,0.125,0.197916666666667,0.194444444444444,0.131944444444444,0.118055555555556,0.0399305555555556,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dance Vibrations","Dance Vibrations.sm","Dance Vibrations","dance-double","Easy",4,1.88050314169732,4.33333766667109,0.0271739130434783,0.141304347826087,0,0,184,16,21,22,29,33,20,24,19,0.0869565217391304,0.114130434782609,0.119565217391304,0.157608695652174,0.179347826086957,0.108695652173913,0.130434782608696,0.103260869565217,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dance Vibrations","Dance Vibrations.sm","Dance Vibrations","dance-double","Medium",6,2.42216980751231,8.66667533334192,0.0843881856540084,0,0.0337552742616034,0,237,18,28,32,34,32,25,37,31,0.0759493670886076,0.118143459915612,0.135021097046413,0.143459915611814,0.135021097046413,0.105485232067511,0.156118143459916,0.130801687763713,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dance Vibrations","Dance Vibrations.sm","Dance Vibrations","dance-double","Hard",8,4.06698190113149,8.66671288913603,0.0125944584382872,0.158690176322418,0,0,397,33,51,49,70,78,49,38,29,0.0831234256926952,0.128463476070529,0.123425692695214,0.17632241813602,0.19647355163728,0.123425692695214,0.0957178841309824,0.0730478589420655,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dance Vibrations","Dance Vibrations.sm","Dance Vibrations","dance-double","Challenge",10,4.57407405995656,8.66671288913603,0.0592105263157895,0,0,0,456,34,61,53,87,94,54,47,26,0.0745614035087719,0.133771929824561,0.116228070175439,0.190789473684211,0.206140350877193,0.118421052631579,0.103070175438596,0.0570175438596491,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dance All Night","Dance All Night.sm","Dance All Night","dance-double","Easy",4,1.34836065021164,2.33333566666905,0.0709219858156028,0,0,0,141,7,15,9,38,42,12,12,6,0.049645390070922,0.106382978723404,0.0638297872340425,0.269503546099291,0.297872340425532,0.0851063829787234,0.0851063829787234,0.0425531914893617,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dance All Night","Dance All Night.sm","Dance All Night","dance-double","Medium",5,2.14207649395324,4.6666822222743,0.0223214285714286,0.258928571428571,0,0,224,17,32,20,55,47,27,14,12,0.0758928571428571,0.142857142857143,0.0892857142857143,0.245535714285714,0.209821428571429,0.120535714285714,0.0625,0.0535714285714286,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dance All Night","Dance All Night.sm","Dance All Night","dance-double","Hard",8,3.19151756975883,9.33340800059768,0.0290697674418605,0.0726744186046512,0,0,344,22,45,36,81,76,38,28,18,0.063953488372093,0.130813953488372,0.104651162790698,0.23546511627907,0.22093023255814,0.11046511627907,0.0813953488372093,0.0523255813953488,
"C:\Games\StepMania 5\Songs\In The Groove 3\Dance All Night","Dance All Night.sm","Dance All Night","dance-double","Challenge",9,4.01851851851852,9.33340800059768,0.0138248847926267,0.138248847926267,0,0,434,27,54,43,103,94,51,42,20,0.0622119815668203,0.124423963133641,0.0990783410138249,0.237327188940092,0.216589861751152,0.117511520737327,0.0967741935483871,0.0460829493087558,
